System,Stock,Age,FC_Year,AvgRankByAge,ModelLabel,PointFC,p10,p25,p50,p75,p90
Bristol Bay,Wood,Age 4,2026,3.8333333333333335,SibRegKalman,1821709,718308,1061827,1643214,2533178,3494448
Bristol Bay,Wood,Age 5,2021,2.4166666666666665,SibRegLogPower,3376023,1884901,2360604,3184951,4171078,5060100
Bristol Bay,Wood,Age 5,2021,2.5833333333333335,Naive4,2557490,1266831,1644102,2367016,3293546,4136189
Bristol Bay,Wood,Age 5,2021,4.166666666666667,Naive8,2436402,1150182,1587480,2299995,3150678,3938922
Bristol Bay,Wood,Age 5,2022,2.4166666666666665,Naive4,2558020,1286167,1768652,2518687,3441823,4284271
Bristol Bay,Wood,Age 5,2022,2.6666666666666665,SibRegLogPower,4249252,2253272,2956443,3859113,5310004,6462038
Bristol Bay,Wood,Age 5,2022,3.5,Naive8,2388676,1262240,1778158,2422383,3254275,4149244
Bristol Bay,Wood,Age 5,2023,1.8333333333333333,SibRegLogPower,3682005,1914119,2534109,3383299,4428885,5389298
Bristol Bay,Wood,Age 5,2023,3.1666666666666665,Naive4,3126868,1598495,2028992,2704802,3795260,4817413
Bristol Bay,Wood,Age 5,2023,4,Naive8,2693093,1302831,1805735,2546599,3690337,4598026
Bristol Bay,Wood,Age 5,2023,4,SibRegKalman,2615632,1464381,1872992,2550956,3330078,3968445
Bristol Bay,Wood,Age 5,2024,1.8333333333333333,SibRegLogPower,2735597,1444399,1947650,2604590,3340385,4002974
Bristol Bay,Wood,Age 5,2024,3.1666666666666665,Naive4,3582406,1720487,2278742,3233358,4481536,5671254
Bristol Bay,Wood,Age 5,2024,4.166666666666667,SibRegKalman,2587096,1397848,1863306,2456427,3323557,4075816
Bristol Bay,Wood,Age 5,2025,1.8333333333333333,SibRegLogPower,4270698,2327667,2985281,3883893,5030374,6391899
Bristol Bay,Wood,Age 5,2025,3.25,Naive4,3501314,1755084,2282970,3152779,4403224,5343925
Bristol Bay,Wood,Age 5,2025,3.3333333333333335,SibRegKalman,3787386,1940186,2622478,3554912,4855766,5921037
Bristol Bay,Wood,Age 5,2026,1.8333333333333333,SibRegLogPower,3297235,1649453,2145120,2980003,3867956,4709699
Bristol Bay,Wood,Age 5,2026,3.25,Naive4,3964082,1996303,2649730,3699387,5058346,6400235
Bristol Bay,Wood,Age 5,2026,3.5833333333333335,SibRegKalman,2774371,1377627,1879356,2544268,3317147,4123316
Bristol Bay,Wood,Total,2021,2.8333333333333335,SibRegKalman,6636115,4005833,5037564,6302492,7997465,9541770
Bristol Bay,Wood,Total,2021,3.5,TimeSeriesExpSmoothBC,8739661,3974176,5873290,8003931,10319179,13021577
Bristol Bay,Wood,Total,2021,3.9166666666666665,TimeSeriesExpSmoothNoBC,8801054,4386976,6080908,8305526,10571017,13350394
Bristol Bay,Wood,Total,2022,2.9166666666666665,SibRegKalman,5844611,3447928,4280963,5415911,6873648,7935243
Bristol Bay,Wood,Total,2022,3.1666666666666665,Naive4,13888648,7109827,9828688,13319862,17881066,22168843
Bristol Bay,Wood,Total,2022,3.5,TimeSeriesExpSmoothBC,12328727,6701179,8562822,11311318,15403912,19149820
Bristol Bay,Wood,Total,2023,3.0833333333333335,TimeSeriesExpSmoothBC,12103298,5757914,8129180,11039366,14699584,18658057
Bristol Bay,Wood,Total,2023,3.1666666666666665,Naive4,11272148,5615856,7775982,10242350,13932974,16928681
Bristol Bay,Wood,Total,2023,3.75,TimeSeriesArimaBC,11857753,5388334,7797074,11059206,15226130,19208757
Bristol Bay,Wood,Total,2024,3.0833333333333335,Naive4,10548465,5504007,7445232,10276087,13056636,15634398
Bristol Bay,Wood,Total,2024,3.0833333333333335,TimeSeriesExpSmoothBC,10317576,5128034,6820538,9169929,12102302,15395218
Bristol Bay,Wood,Total,2024,3.75,TimeSeriesArimaBC,11055819,5326576,7439096,10020364,13138742,16715292
Bristol Bay,Wood,Total,2025,3,TimeSeriesExpSmoothBC,11662348,5709121,7854748,10776041,13887868,17075574
Bristol Bay,Wood,Total,2025,3.25,Naive4,11593876,5877860,7998170,11082996,14153072,17726385
Bristol Bay,Wood,Total,2025,3.6666666666666665,TimeSeriesArimaBC,11389076,5233088,7390433,10198234,13609249,16689937
Bristol Bay,Wood,Total,2026,3.1666666666666665,Naive4,10656769,5772933,7261025,9923160,13047189,15939700
Bristol Bay,Wood,Total,2026,3.1666666666666665,TimeSeriesExpSmoothBC,11072466,5784817,7698414,10157328,13399047,16602053
Bristol Bay,Wood,Total,2026,3.75,TimeSeriesArimaBC,11098650,5123541,7064976,9860090,13121676,16612627
Bristol Bay,Wood,Total,2026,3.75,TimeSeriesExpSmoothNoBC,9931606,4871559,6734304,9255431,12675294,15762407
